sentence,label
Any emergency situation are reporting  to me quickly.    Excellent customer service care and reporting about medical illness to me.,POSITIVE
Dermatologist on site add Natural path.,NEUTRAL
No everything was great!,POSITIVE
I can’t think of even one thing,NEGATIVE
No very professional and courteous.,NEGATIVE
Not really everything was well organized and professional,NEGATIVE
- I was late-  I should have brought a list of questions. Between ADHD anxiety and peri-meno brain fog its needed- When I called to verify the time and date my appt was listed as a mammogram.-,NEGATIVE
not really just doing a follow up,NEUTRAL
Everyone was thoughtful and very professional.,POSITIVE
it took 25 mins to see the doctor. Im used to much quicker when an appointment is made. otherwise was a seamless experience. Thanks Chad,MIXED
Not at this time.,NEUTRAL
Nothing. Everything exceeded my expectations.,POSITIVE
Still waiting report from nurse or dr to tell me if my X-rays showed is bone sour growth or what is happening with my right right leg. Have not gotten any follow call,NEGATIVE
I am fully satisfied.  Thanks.,POSITIVE
No it was excellent.,POSITIVE
Call was on time professional helpful and friendly.  No improvement required.,POSITIVE
None Excellent experience.,POSITIVE
Excellent Care. Thank you.,POSITIVE
No. Dr. [Doctor] was great.,POSITIVE
Refine should focus on the patient and address the issue by offering professional medical advice and opinions. Instead of upselling unnecessary treatments.,NEGATIVE
Not really: it was a clear and straightforward medical experience!,NEUTRAL
It was a fine experience in the session with Dr [Doctor]. He explained in detail the questions that I asked him.,POSITIVE
It was all well organized.,POSITIVE
Reduce wait time between each assessment.,NEGATIVE
Not really- all the personal is fantastic-polite- and I am very pleased with what has been accomplished during my assessment - all activities well timed and well planned.,POSITIVE
Some of the equipment used by the staff (e.g. their office chairs) and the seats at their stations seem worse for wear (e.g. duct taped seating for the client). As a health-focused company it would,NEGATIVE
Nothing.  All is great.,POSITIVE
Dr. Was very good & thorough.,POSITIVE
You guys were amazing.  Even helping out my daughter who was very distraught because her baby had marks on her foot.   Dr [Doctor] looked at her and then. Dr [Doctor] diagnosed the issue.,POSITIVE
My previous experience with Dr. Khatib was excellent! My most recent appointment (with a different doctor) was suggested via email - “The physician is recommending booking a follow up appointment with,MIXED
The dr I saw was terrible. He was abrupt bit if an attitude not thorough at all and seemed to be in a hurry to get me out of  the room as soon as I got in. The nurse gave me the vaccine before the breast,NEGATIVE
waited a while for the x-ray but i understand it was due to a previous booking so nothing to be done,NEUTRAL
More time with the doctor,NEGATIVE
Everything was perfect,POSITIVE
Nothing at all,NEGATIVE
Please carry on the way it is going Only need to change parking policy Need to arrange with parking company for some special rates for members,MIXED
Always excellent service and kindness,POSITIVE
My appointment was a 8:30.  I arrived at about 8:20 am and had to wait in line for about 20-25 minutes because there wasnt enough staff at Reception to deal with signing in all the patients.,NEGATIVE
perfect,POSITIVE
It was great from start to ginush,POSITIVE
Sent my prescription to Barrie. If ti wasnt for antibiotics if I didnt lost a night of sleep wed laugh.  Apparently there is a 279 Yonge St in Barrie. I dont live in Barrie. I called for help yesterday,NEGATIVE
Not that i can think of at the moment. Dr. was excellent,POSITIVE
let us refer back to a specific Dr. that we would have had an intial consult with for follow up,NEUTRAL
Nope…it was nice and quick and informative!,POSITIVE
No all went very well. Now I just need to receive referral apt date.,MIXED
No was great,NEUTRAL
Good experience.  I would note that the girls are the front socialize continually that showed to be very unprofessional in a place of such caliber.,MIXED
Presenting the days itinerary the morning of? In the actual order?,NEGATIVE
Everything was wonderful.Thank you.,POSITIVE
No. Excellent appointment.,POSITIVE
My visit could not have been any better. Everyone is always so kind friendly and knowledgeable. Thank you.,POSITIVE
Not really the Dr was clear precise explained what is going on with me in detail.,NEUTRAL
this was my first visit and it was to meet my new physician [Doctor] which I loved our meeting.  She was very attentive and provided a great outline of her philosophy of patient care,POSITIVE
Perfect service especially Flor coordinator,POSITIVE
Shorter overall visit,NEUTRAL
Everything was great.,POSITIVE
Nope well done.,NEUTRAL
Only to have my receipt emailed to me LOL I still have not received it,NEGATIVE
no!,NEGATIVE
The team responsible for all the testing was great- very professional helpful and welcoming. The doctor however was very dismissive and was unwilling to engage in discussion around some of my concerns/,MIXED
Every single person I encountered during my appointment day was courteous solutions-orientated and focused on delivering an exceptionally organized and thoughtful health experience. Thank you!,POSITIVE
It was great,POSITIVE
Wait time and direct number of personal,NEGATIVE
The [Clinic] at Port Carling is amazing. They were able to accommodate me and were very friendly. Very impressed with the service!,POSITIVE
Excellent!,POSITIVE
No -it was very professional timely thorough and efficient.,POSITIVE
Everything about my whole experience was perfect from check in to my discussion with Dr [Doctor] to the great lab technician. Everyone is always so welcoming understanding and compassionate. Conversations,POSITIVE
It was a very positive experience all around.,POSITIVE
If there will be a delay in starting the appointment that is provider initiated an email or text message would be appreciated.  Not a concern of the delay as things come up.,NEUTRAL
It was not very well organized today and took much longer as expected. I understand there were IT issues but it could have been managed better as there were at times not even enough seats in the lounge,NEGATIVE
If the booking agent had disclosed that I couldn’t see an optometrist at the Oakville location.,NEGATIVE
* Welcome email mentions that you should wear comfy clothes but doesnt mention the fitness test I would suggest that guests bring gym clothes* Welcome email says you cant eat or drink any solids/fluids,NEGATIVE
No as everything was done to my satisfaction,POSITIVE
It was as always a great experience. Thank you.,POSITIVE
Everything was perfect Dr. [Doctor] is the nicest and most caring doctor I’ve ever met.    [Clinic] is a wonderful facility!!,POSITIVE
not really,NEUTRAL
No. My experience in discussing a need for mental health support was outstanding.,POSITIVE
No not at all I appreciate being able to meet with my Doctor by phone.,POSITIVE
It was my first visit. Prior to the visit I would have liked a bit more information on what to expect. I had some understanding from conversations when I was booking but a sample schedule for the day,MIXED
Not at all. Everything went even better than expected. Thank you for a positive experience.,POSITIVE
Nothing could have been improved.,POSITIVE
Unnecessary appointment,NEGATIVE
It was my first time at [Clinic] so I wasnt sure what to expect. However I thought everything went pretty smoothly.,POSITIVE
No it was great - booking was easy appointment was prompt receptionist was friendly doctor answered all questions and generated lab req.,POSITIVE
A more private environment with less people to relax,NEGATIVE
No. Everything was excellent.,POSITIVE
My appointment time got changed a few times (after it was initially confirmed) but I’m assuming that members walked so they were priority.  I did get seen so I was grateful because I just called in that,MIXED
Not really. Everything went as expected and the Dr. was particularly pleasant - so it was great.,POSITIVE
Dr [Doctor] was awesome as usual.  Nothing to suggest that could make my experience better.,POSITIVE
Not really. Everyone was very professional,NEUTRAL
I was very happy with the experience,POSITIVE
Incorrect information provided by referral team led to lack of proper prenatal care,NEGATIVE
The service quality has deteriorated significantly post COVID and this year was the worst yet. Complete drive thru physical. I had 3-4 concerns I wanted to discuss. Dr. Otto dismissed everything I brought,NEGATIVE
Unfortunately the doctor prescribed us a prescription that has been discontinued.  We needed the prescription for our daughter who is leaving for camp on a Sunday.   We’re disappointed that we weren’t,NEGATIVE
Everything was great!,POSITIVE
No. The experience was fine.,NEUTRAL
I cant think of anything.,NEUTRAL
Thanks for the short notice accommodation!,POSITIVE
[Doctor] be honest I have no suggestions on improvement. I appreciate all help and support I have had. I can say that I have never been listened to and concerns acted up with such respect and understanding.,POSITIVE
Was delighted at the degree of attention from doctor,POSITIVE
Nothing.  The doctor talked me through a process to fix the vertigo and it worked really well.  Thank you,POSITIVE
[Clinic] Oakville is a 10!!!!   Dr [Doctor] is amazing and caring I’m glad I am a member of this facility……no negative reviews from me ??,POSITIVE
I am very happy with my [Clinic] experience.,POSITIVE
The nurse could have introduced herself and told me what she was going to do. I thought she was leading me to the doctor.,NEGATIVE
As a first-time client I felt my initial appointment could have been more personalized. It would have been helpful to meet my nurse beforehand and receive a detailed overview of the days schedule and,NEGATIVE
I dont think so,NEGATIVE
Nope.    It was great,POSITIVE
All was entirely professional and very satisfactory!,POSITIVE
Respect for my time. I called to make the appt at 10:15 and was offered a 10:30 slot which was amazing! When I arrived at 10:25 I was told thered be a 15 wait. Didnt they know that 10 earlier when,MIXED
Had radiologist come in to redo my breast ultrasound right away.,NEUTRAL
Most of the experience was very good but one of my stations was forgotten - Nutrition - which I specifically requested and discussed and Intake - this was a high priority for me. It is a huge inconvenience,MIXED
No .. all was excellent,POSITIVE
This was my second [Clinic] appointment and in both times visiting [Clinic] Ive had to wait over 20 mins to be seen so my initial observations are not super positive.,NEGATIVE
Not reallyEveryone was extremely professional and accommodating Thank you!,MIXED
Your staff need to understand the principles of the testing they are doing. Most do however some seem not liked to be asked as to what the reason behind a test is. If you create a number I want to know,MIXED
Nothing.  Doctor was friendly and helpful.  Great experience and nothing to improve at this time.,POSITIVE
Really great experience - all around!,POSITIVE
Everything was great. I received a prompt response to my appt request. The Dr attending was super quick efficient and knowledgeable.,POSITIVE
not that I can think of,NEUTRAL
No I was very pleased.,POSITIVE
No. My questions were answered to my satisfaction and my condition improving,POSITIVE
No everything was very well handled,POSITIVE
Nothing comes to mind.,NEUTRAL
Everything was great. Saved me a second trip down to the city.,POSITIVE
No! All staff are very pleasant. Did not have to wait… in fact was seen earlier than my appointment time.,POSITIVE
Everything went great. Dr. [Doctor] was very informed and was able to diagnose the problem very quickly.,POSITIVE
The call was fine the follow up with both [Clinic] and the referral clinic was terrible. I apparently have an appointment for surgery with no one telling me what is going to happen why it needs to happen,NEGATIVE
Dr. Fisher did a good job.,POSITIVE
Not at this moments,NEUTRAL
I disliked the layout of waiting room and gym with no real barrier in between. It was noisy and personally I would prefer that anyone can observe those who are training.,NEGATIVE
No it was great.,POSITIVE
The first person I saw tried to upsell more add-ons. I wasnt impressed.,NEGATIVE
No it was perfect,POSITIVE
My physio appointments with Abbey are always outstanding. She is always on time and she is excellent at explaining my injuries and my diagnostic test results is an easy-to-understand yet very scientific,POSITIVE
Wonderful doctor.  Very experienced and very helpful.,POSITIVE
Decreased waiting time,POSITIVE
[Doctor]ybe less wait timeBetween activities,NEGATIVE
Nothing ; it was perfectFast efficient effective,POSITIVE
Leslie Beck is extremely knowledgeable and very helpful. I am very satisfied and happy dealing with her.,POSITIVE
No I had a very good experience.,POSITIVE
This is me just being picky but a recliner type chair would have been perfect!,NEUTRAL
Having an agendaSticking to timeNot having to go back and forth so muchNo follow up yet,NEGATIVE
Nothing everything was great,POSITIVE
No the Doctor was top notch!,POSITIVE
All great,POSITIVE
I am learning new things at this stage in the program.  So far so good.,POSITIVE
Everything was excellent including staff and facility.,POSITIVE
Nope great staff always polite and accommodating and I was in and out very quickly.,POSITIVE
I arrived early for my appointment after a one hour commute into downtownwith  and would have valued being able to eat a banana or apple in the waiting area for my appointment. None was available.,NEGATIVE
Can’t think of anything.Dr [Doctor] is very thorough.,POSITIVE
No - everything was great. My dr was helpful thorough and friendly. All the staff were friendly and getting blood drawn and receiving a vaccine both didn’t hurt at all.,POSITIVE
Dr. Jennifer Tran is INCREDIBLE.  So knowledgeable patient caring.  I am grateful to have access to her care.  Also the nurse assisting with the biopsy was also great.   Overall experience was 5*,POSITIVE
I didnt require a few tests because I had them recently at my family doctor. I Thought it might be reflected in the costDidnt require bone scan  mammo eye test..,NEGATIVE
No it was great! The doctor listened cared and is filling out the referral that I need.,POSITIVE
Clearer at intake meeting re: how the day was going to go - i.e. a series of stations etc,NEGATIVE
one technician who was otherwise very pleasant made a comment that left me feeling uncomfortable.,MIXED
If someone would have made me a coffee or tea to go. [Doctor] help calm my nerves.,MIXED
Year round clinic in muskoka,NEUTRAL
No it was excellent in your new Muskoka pop- up! Thank you.,POSITIVE
No it was perfect and enjoyable.,POSITIVE
Process involved in obtaining prescriptions...,NEUTRAL
Was excellent advice from an experienced doctor.,POSITIVE
Signed up for 45 minute mind discussion and it was not available.You were to send a link so we could do it from home and we have not received the link yet.,NEGATIVE
Checkin required additional resources for that time of day,NEGATIVE
No. Experience was fine.,NEUTRAL
All good,POSITIVE
Nothing to improve however i am still awaiting the call from the referral team on sleep study and what it would be if [Clinic] conducted the sleep study,NEUTRAL
Enable Copilot for Microsoft 365 so that they can share the Copilot meeting notes with their patients.  [Clinic] needs to innovate to provide better client care.,NEGATIVE
It was a great call with Dr. [Doctor].. thank you,POSITIVE
There was a little delay in receiving my blood work so I had to leave before it was all processed but other than that the day was really good.  The staff was excellent.,MIXED
None thanks.,NEUTRAL
No I feel like a customer how civilized!!!!!,POSITIVE
I didn’t find the skin consult overly informative.,NEGATIVE
I should have made a list of not urgent questions to ask regarding vaccinations. For example is there a way to determine if I still have anti bodies from childhood polio vaccines as well as measles. I,NEUTRAL
Less wait time between seeing the technicians,NEGATIVE
Very convenient,POSITIVE
I went to the 15th floor by mistake which wasted time while the receptionist there looked up where I should have gone- she was very pleasant and helpful. It might have been more helpful if I had been told,MIXED
Excellent experience.Great service overall.,POSITIVE
The blood work was only ascribed the word “normal” but the key motivational aspect was improvement.That seemed a missed opportunity.,NEGATIVE
Delay in some of my appointments - that kept me as the facility from 9:30 - 4:00 before I had my final station with the GP.,NEGATIVE
The only problem for me was the [Doctor]ronto traffic!,NEUTRAL
Waited over 20 minutes for my appointment to start,NEGATIVE
Dr was great provided comprehensive information,POSITIVE
No - very good experience with the doctor and receiving a vaccine,POSITIVE
A little less time waiting.,NEGATIVE
Dr. [Doctor] is worth every Penny and I’m so grateful to have the Team at [Clinic] to look after me.,POSITIVE
Better pricing,NEUTRAL
The connection was a bit choppy.,NEGATIVE
I could suggest the various waiting rooms be painted to correspond to the patients wrist band. Another option would be to have colour coded arrow or footprints to direct people to the proper waiting room,NEUTRAL
Excellent first visit.  Very well informed. Professional and thorough explanation,POSITIVE
It seemed the clinic was open on the weekend but my understanding is that the booking team is Monday to Friday business hours. I would have liked to get in sooner. Is there a way to contact the clinic,NEGATIVE
[Doctor]ybe more communication about expected wait times when you go back to lounge if possible. Just nice to know how long you should expect to wait. Not a big deal though,NEUTRAL
Wait times,NEGATIVE
Less waiting,POSITIVE
Bridget Nicole and the dr were all great.,POSITIVE
Not anything we can think of,NEUTRAL
Not really.,NEUTRAL
If I knew how much timing I had between appointments I would have grabbed something more substantial to eat.,NEGATIVE
Everything was great. I maybe we wish that there wouldve been a few more of the vegan bowls. I was only able to have one. But it was good!,MIXED
Nice experience,POSITIVE
Service was excellent,POSITIVE
So far ....So good,POSITIVE
Can not think of anything at this time.,NEUTRAL
All was great efficient and helpful. Thank you!,POSITIVE
Nothing. Everything was great.,POSITIVE
Nothing. It was a very good appointment,POSITIVE
Not this time. Had great experience.,MIXED
The experience for someone to come all the way downtown find parking pay for parking and to be seen for less than 10min … without any clear instructions given not to point out not even being touched or,NEGATIVE
excellent  care,POSITIVE
Nothing! Great experience and lots of really good information,POSITIVE
All dimensions of my first [Clinic] visit exceeded expectations. Staff are professional courteous and attentive to patient inquiries and concerns.,POSITIVE
Nope everything was great,POSITIVE
No everything was smoothly organized!,POSITIVE
The nurses who helped me get an emergency appointment were amazing. The doctor I saw (dr. Khatib) was cold unhelpful and unprofessional because she sidelined telling me I had a brain tumour with denying,MIXED
Generally a very good experience but I arrived a few minutes early for my 1:15pm appointment and the doors were locked. Turns out the staff were out for lunch which is absolutely ok just would have,MIXED
Everything was good!,POSITIVE
No it was perfect,POSITIVE
I only wanted to see a dermatologist for skin problems and Dr. Goldhar was great.  He dealt with all the issues I wanted to talk about.,POSITIVE
Not a thing!,NEUTRAL
This was our first visit.  The office is  very inviting.  Dr Bouchard was wonderful and addressed all our needs.  We hope to see her again.,POSITIVE
no.  i got everything i needed.,POSITIVE
I think you guys hit all the check marks. I was very satisfied with the doctors over all knowledge and approach. She also suggested the Annual health assessment program. Great job Doctor.,POSITIVE
My doctor spent more time typing in her computer than making eye contact connecting asking question… felt very impersonal and rushed. The technicians were better.,NEGATIVE
Nothing at all - well explained and an overall great experience.,POSITIVE
You need a larger range of bandages. For removing staples after knee replacement surgery there were no bandages large enough to cover the incision.,NEGATIVE
everything was the way it should be - on time efficient and very helpful,POSITIVE
[Doctor]tally satisfied as always !!! Well done,POSITIVE
The [Clinic] personnel had done there work and solved my issue,POSITIVE
No. Everything was great.,POSITIVE
A slightly better scheduling method is needed where the patients understand the station line-up for the day - understanding that a few changes may be needed due to unforeseen circumstances.  A posting,NEGATIVE
I dont think there is anything that would improve my experience. Although in my waiting room there wasnt any water available. The machine that dispensed it kept needing to be unplugged and restarted,MIXED
No. Thank you for having a clinic in Port Carling! Very convenient.,POSITIVE
Really pleased with my appointment. The doctor was thorough and listened well and directed me for tests.,POSITIVE
My Dr. was not the greatest...he was a nice guy but he was not terribly professional and gave the impression that he was just punching in and going through the motions.We were also supposed to get a skin,NEGATIVE
I would have liked to walk away with a solution but Im no further ahead now than before my appointment,NEGATIVE
Less waiting between meetings.  however overall good experience.,MIXED
Nothing.,NEUTRAL
No there is nothing my husband and I can think of to improve my experience except for providing a 3 course lunch!  My doctor was very through and explained everything to us.  He set up a follow up appointment,POSITIVE
it was perfect,POSITIVE
A little chaotic. Waited 30 minutes for first nurse to do blood work. Please have a coffee machine where you can get a coffee. Four people couldn’t figure out the fancy espresso which only gives an inch,NEGATIVE
It was a great experience with friendly and knowledgeable staff,POSITIVE
a magic wand to make all the pain go away,POSITIVE
Much and will send a letter since it will not fit here.,NEUTRAL
I am still doing some of the testing required. It may have been good if the body scan and bone density testing could have been done on the initial visit?,MIXED
If Dr. could have given cortisone  shot .,NEGATIVE
There was a systems outage in the morning which caused a backup of consults. I waited a long time for my ultrasound so fasted longer than expected and I didnt get to one of my appointments so I have,NEGATIVE
No. Everyone was amazing and so nice.,POSITIVE
Very little really. It would have been reassuring to receive all test results today but I understand the importance of taking time to have experts review on all related tests!!,MIXED
Nothing it was excellent,POSITIVE
Keep up the good work  !,POSITIVE
Dr. Goldhar assessed my situation quickly accurately and I felt confident in his rationale of his diagnosis.,POSITIVE
Dr [Doctor] was perfect and very generous with his full guidance and explanation.,POSITIVE
Nope it was the best experience I had with a walk in clinic. The doctor was so thorough and caring.,POSITIVE
AppointmentS always feel rushed,NEGATIVE
I would prefer the ability to transact all administration completely online  I would like to book my corporately funded annual health assessment through your online portal instead of via email.  I would,NEGATIVE
Your patient interaction and response is excellent,POSITIVE
The experience today for the AHA itself was excellent as I have come to expect after 23 previous AHAs.However there were two issues: (1) There was no audiology service available. I am very disappointed,MIXED
Can’t think of anything,NEUTRAL
Allotted break for lunch between appointments. Efficiency is awesome but I had trouble finding time to eat.,MIXED
More choice of sandwiches.  I didnt like either of the two choices i had.,NEGATIVE
Not a thing.  From checking in to seeing Dr. [Doctor] was perfect.,POSITIVE
Can’t think of anything - maybe chocolate snacks (kidding!!!) Okay maybe bigger nametags on staff- so many with different names wish I could read the writing.[Doctor]ybe have a genome version for those who,MIXED
No. It was surprisingly pleasant.,POSITIVE
Dr Brunson was very helpful and  explained everything really wellA perfect appointment Thank you!,POSITIVE
Everything was perfect!,POSITIVE
Only the wait time of 30min for my scheduled appointment,NEGATIVE
more clarity on pricing. I was quoted one thing and then the amount was ~20% higher,NEGATIVE
Nothing.,NEUTRAL
Answered all my questions,POSITIVE
Yes have not heard back on my mammogram results and have already followed up. Leaving me worried it’s been almost a month,NEGATIVE
Not really,NEUTRAL
no yet...........maybe better a/c,NEUTRAL
I’d love to be able to pick a preferred doctor to chat with on my account — I’ve found one that seems so resourceful and helpful where my most recent I didn’t feel provided me with the best care plan.,MIXED
I had sent in results from a specialist weeks prior as he didn’t send off his report to [Clinic] as he should have and I waived  my privacy as requested but during my visit the doctor didn’t see what I had,NEGATIVE
Yes I understand that people run behind in their schedules.   If a doctor is going to be 15 minutes late getting to me (as was the case today) a simple notification from the clinic would be appreciated.,NEGATIVE
Yes The physician needs to know why we are walking in his office and listen you our concerns,NEGATIVE
very fast and efficient - great staffbeautiful facility -,POSITIVE
Not that I can think of!,NEUTRAL
No. It was a good experience.,POSITIVE
Nothing at the moment.,NEUTRAL
It was seamless.,POSITIVE
Excellent services. Grateful for the staffs warm and trusted communication attention  to details flexibility and authentic care. Thank you!,POSITIVE
It was fine !!,NEUTRAL
Having to re-enter health history on intake form is frustrating after multiple years. Ideally the data I entered in prior years should have been transferred over to the new system.,NEGATIVE
Everything was very nice,POSITIVE
Absolutely nothing,NEGATIVE
It would have been great to be taken in exactly on time to the appointment as we use this service due to our busy work schedules. That said everyone was extremely accommodating and I enjoyed the experience,MIXED
Perhaps some information segments from the staff on the screens in the waiting lounges,NEUTRAL
Very  comfortable with Sarah. She took her time to explain everything,POSITIVE
excellent.  Dr. [Doctor] was very helpful and understanding.  Really enjoyed the call and how helpful.  Thank you. Albert Crimi,POSITIVE
None.,NEUTRAL
Not a thing the entire experience was informative and extremely helpful.,POSITIVE
no it was wonderful  pricey yes but worth the payment.,MIXED
No. It was a great and productive conversation.,POSITIVE
No good as it is :),NEGATIVE
It would be nice to see a visual of your appointments for that day - ie: whats next approx time and duration the person youre going to see. I felt like eating a snack or dealing with an email was always,NEGATIVE
the MD call was great ....   but i received the email notification about the appointment AFTER the actual call,MIXED
Not that I can think of. So far excellent care,POSITIVE
Expected a more extensive debrief from the doctor assigned to me.,NEGATIVE
very pleasant experience and staff.  super thanks,POSITIVE
It was wonderful ! No.,MIXED
It was a perfectly managed schedule with on point diagnoses and feedback. Hard to tell where it could have been improved,POSITIVE
In the over all review of my test results it would be helpful to know what action to take to reverse some of the results if it is possible.,NEUTRAL
No everything was very comfortable and relaxing,POSITIVE
No. It was excellent!,POSITIVE
Not really. It was a very pleasant 1st visit.,POSITIVE
No!,NEGATIVE
Nothing that I can think of,NEUTRAL
Another capochino please. In all seriousness the staff and doctors are amazing!Sincerely: Michael Ross.,POSITIVE
Not really overall very happy with the consult,NEGATIVE
Upon my arrival there was a 20 minute wait to check in so knowing the schedule I would suggest having an extra person at the front desk to check people in would be important.,NEGATIVE
I sincerely hope you read the comments. My experience yesterday was fine because all of the people with whom I dealt were good and were knowledgeable.  However previous information about what I had asked,MIXED
I had to fast for the ultrasound - - - and having the ultrasound first would have been beneficial,NEGATIVE
I wasnt able to get to my dermatology appointment. My appointment was 9:30 am and I needed to leave by 3:30 am which is 6 hours. We are told to allow for 5 hours. I was through all of my appointment,NEGATIVE
It was a very informative and helpful call.,POSITIVE
Perhaps an AHA app that could chart your way through the day,NEUTRAL
No all good,NEUTRAL
Not that I can think of,NEUTRAL
Accelerate the process too much down time in the lounge.The room with the bike assessment should larger with better air circulation,NEGATIVE
more communication and a call from the doctor,NEGATIVE
Absolutely nothing,NEGATIVE
No. All worked well,POSITIVE
At the various stations a lot of recommendations are given and there is a lot of information to assimilate.  If this could all be included in my report I would be better able to benefit from the thought,MIXED
I have been referred to your Endocrinologist Dr. George - but she has no availability.  [Doctor]ke EVERY clinic in Canada it would be nice to have more doctors available.,NEGATIVE
Dr Austin is just amazing. He really took the time to hear my concerns and explain thing to me . I really can’t thank him enough :),POSITIVE
No nothing it was great! :),POSITIVE
For an initial appointment 30 minutes is way too short ! Dr T is awesome but I found the appointment really rushed in that 30 minute time frame,MIXED
I don’t think there’s anything that can be done to improve. It was the best health care experience I’ve ever had.,POSITIVE
Probably but I dont know.,NEUTRAL
getting all my results before i left. still waiting.,NEGATIVE
I need reports of my results and nothing ha been uploaded.  I was told it would be able to access on the site and I have nothing there yet,NEGATIVE
A written summary email capturing our agreed medication changes and next steps (for Patient reference). Thanks for asking!,POSITIVE
I came on a day where the clinic seemed very busy. It was 4:30 before my day was complete (started at 10:30). Great service comfortable lounge etc. but a bit longer wait time than expected.,MIXED
Nothing I can think of.,NEUTRAL
more snacks rather than just small meals - pretzels cookies squares vege chips dried fruit - type stuff (healthy).  Otherwise great.,MIXED
Dr. Khatib and staff were very excellent! First class care! Thank you!,POSITIVE
The service and quality of the annual assessment was outstanding. Keep up the good work,POSITIVE
Nothing to comment on service today was excellent,POSITIVE
Nope.,NEGATIVE
I have been getting my annual health check with [Clinic] for last few years and never had any issues. [Doctor]day the wait time to get the ultrasound was very long. I was at the clinic for over an hour and a,MIXED
No. The booking process and consultation with the Dr were wonderful. Very positive.,POSITIVE
Not a thing.  It was top notch,POSITIVE
Nothing I can think of,NEUTRAL
Dr. Aisha Khatib was incredibly helpful clearly a domain expert  and answered all my questions and addressed all of my concerns. Thank you Dr. Khatib!,POSITIVE
the first part of the day (blood samples and ultrasound) took almost 2 hours to complete. as this was my 13 or 14 time coming to [Clinic] I found it disappointing. when I inquired with the front desk as,NEGATIVE
As I mentioned last year things seem to take longer each year. I get an early appointment (6:45) and by 7:50 all I had done was my blood work. Either you nee dmore staff or fewer clients per day. For,NEGATIVE
No all done on a timely professional basis  with relatively short notice.,NEUTRAL
I understand that there were computer issues today so I know [Clinic] can be much better.  Was just unfortunate timing.  The room seemed overbooked as the lounges didnt even have enough seats for everyone.,MIXED
There were some audio issues with the Teams meeting but other than that Dr Chuong was great.,MIXED
on surface appears to be an aggressive business model (shall be less visible),NEGATIVE
Poor sound. Voice kept cutting out,NEGATIVE
I enjoy all my appts at the clinic. Everyone is helpful/friendly and no better service,POSITIVE
it was all good.   The doctor was running a little behind but i was told that at check-in.My requests were looked after quickly and efficiently,POSITIVE
All good.,POSITIVE
Thank you so much . I really can’t express how helpful everyone has been ! It really means allot ! It’s been very difficult past month or so and I’ve always been made to feel at ease and always listened,POSITIVE
Dr [Doctor] was great !,POSITIVE
Better offering of lunches and breakfasts,NEGATIVE
Only thing that could have been better is the parking situation - my partner told me our plan includes valet parking but the valet told me it was $45. Instead I parked myself for $10 and he said to have,NEGATIVE
to have had my conversation with my doctor earlier but I really appreciate Dr. [Doctor] help and compassion,MIXED
Nothing I can think of,NEUTRAL
I experienced a mix-up with my billing which is still being sorted out. I prepaid for everything but decided I’d like the generic prescreening for cardiac as well which I was told is approx $1000 additional,MIXED
Nothing amazing experience.,NEGATIVE
I had to wait 20 minutes for a simple blood test after I visited my doctor. The visit with my doctor was great but the wait time was too long for the blood test and I had to go to the reception to make,MIXED
Visit with specialist was above and beyond expectations. The fact that I’ve waited 5 months for this  appointment solely due to [Clinic] negligence is very disappointing and caused pronged and unnecessary,MIXED
Would like to have a print out schedule.,NEUTRAL
Not really  all great ...,NEGATIVE
None - everyone was very friendly and process was very smooth,POSITIVE
More selection of foods/snacks  without fruits  . I understand but this is my personal thought as you asked . Cheers,NEUTRAL
Your calling 5 minutes prior to the appointment didnt work because I wasnt ready. I would have needed a second call which I was then waiting to receive.Otherwise perfect.,MIXED
Food options were more limited towards the end of the day especially for myself because I have a nut allergy. It would be nice if the food was restocked throughout to provide more quick and easy options,NEGATIVE
No Dr. [Doctor] is really excellent and very efficient. Thanks,POSITIVE
The Dr. was great. He was very engaging knowledgeable and a pleasure to deal with.,POSITIVE
No excellent meeting as usual.,NEGATIVE
A better protocol for prescription renewal after original expiry from the CHA. Having to make an appointment with the year round clinic for renewals is a waste of time for the physician and client,NEGATIVE
Everything went perfectly,POSITIVE
Not taking quite as long to get through the Annual Health AssessmentBilling it to the correct credit card,NEGATIVE
Wait time maybe,NEUTRAL
no... Got in same day.  Doctor took me early. Was efficient yet I felt took concerns seriously. referred to a dermatologist to make sure something is ok.,POSITIVE
Excellent service! ??,POSITIVE
The admin staff at the front was not friendly and lacked a sense of service quality.,NEGATIVE
No!  Service was excellent!  Dr. [Doctor] was amazing and very helpful and thorough.,POSITIVE
I arrived early by Uber and couldn’t get into the building till a man arrived at about 6:10 am. I was anxiously waiting outside building.,NEGATIVE
No loved it,NEGATIVE
Absolutely love Dr. Gupta he really listened to my concerns and made me feel at ease. I cant thank him enough for taking the time this morning to really go over everything with me.,POSITIVE
Super nice doctor,POSITIVE
During the arrival of a new member I would suggest someone go to the locker rooms and go over the procedure for the locker combination etc.Also once the pre-work is filled out on-line I would suggest,NEUTRAL
Just in case the name and phone number of a contact person other than my primary care giver.  But I did receive a follow up appointment for 3 days after my emergency appointment.  I am very very pleased,MIXED
No - I was amazed at how efficiently and thoroughly everything was done - hugely positive experience,POSITIVE
Not that I can think of now,NEUTRAL
No improvement possible,NEGATIVE
Nothing to improve,POSITIVE
Nothing-everything went very well,POSITIVE
It was my first time and I was impressed,POSITIVE
